TIPO_REG,PAIS,P_DEPTO,P_S6P47B,P_S6P59_UNIF,P_S6P60,AREA_SEMBRADA,AREA_COSECHADA
4,170,63,2010,3.439588521,12,7.2762170429,7.2762170429
4,170,63,2010,,12,7.2762170429,0
4,170,63,2010,4.893035193,12,3.6315590167,3.6315590167
4,170,63,2010,6.9560664649,12,3.6315590167,3.6315590167
4,170,63,2010,,,0.1441915,0
4,170,63,2010,0.72,12,0.2332210746,0.2332210746
4,170,63,2010,6.9560664649,12,0.2332210746,0.2332210746
4,170,63,2010,0.5468671951,,0.01909762,0.01909762
4,170,63,2010,1.44,12,6.5187978866,6.5187978866
4,170,63,2010,,12,6.5187978866,0
4,170,63,2010,1.5577692746,,6.5187978866,6.5187978866
4,170,63,2010,1.6540431744,,6.5187978866,6.5187978866
4,170,63,2010,,12,6.5187978866,0
4,170,63,2010,1.44,12,6.5187978866,6.5187978866
4,170,63,2010,0.72,12,2.8543024421,2.8543024421
4,170,63,2010,4.893035193,12,2.8543024421,2.8543024421
4,170,63,2010,6.9560664649,12,2.8543024421,2.8543024421
4,170,63,2010,0.5292307424,,0.23372841,0.23372841
4,170,63,2010,1.08,12,0.5080343283,0.5080343283
4,170,63,2010,6.9560664649,12,0.5080343283,0.5080343283
4,170,63,2010,6.9560664649,12,1.7100975014,1.7100975014
4,170,63,2010,6.9560664649,12,0.5080343283,0.5080343283
4,170,63,2010,1.08,12,0.5080343283,0.5080343283
4,170,63,2010,1.08,12,0.5080343283,0.5080343283
4,170,63,2010,6.9560664649,12,0.5080343283,0.5080343283
4,170,63,2010,0.5192798636,,0.01510143,0.01510143
4,170,63,2010,0.72,12,2.1455315101,2.1455315101
4,170,63,2010,6.9560664649,12,2.1455315101,2.1455315101
4,170,63,2010,0.5878692108,,0.02439744,0.02439744
4,170,63,2010,1.44,12,8.3391085204,8.3391085204
4,170,63,2010,,,8.3391085204,0
4,170,63,2010,6.9560664649,12,8.3391085204,8.3391085204
4,170,63,2010,1.8021671531,12,8.3391085204,8.3391085204
4,170,63,2010,,,1.8376415324,0
4,170,63,2010,,,0.13752511,0
4,170,63,2010,0.2072589198,12,0.8775381323,0.8775381323
4,170,63,2010,7.3698573956,12,0.8775381323,0.8775381323
4,170,63,2010,,,3.0044203281,0
4,170,63,2010,,,0.22442527,0
4,170,63,2010,1.44,12,0.3310126194,0.3310126194
4,170,63,2010,1.44,12,0.3269260398,0.3269260398
4,170,63,2010,1.44,12,4.0865755121,4.0865755121
4,170,63,2010,,12,4.0865755121,0
4,170,63,2010,,12,4.0865755121,0
4,170,63,2010,,12,4.0865755121,0
4,170,63,2010,,12,4.0865755121,0
4,170,63,2010,1.44,12,4.0865755121,4.0865755121
4,170,63,2010,1.44,12,0.2615408358,0.2615408358
4,170,63,2010,1.44,12,4.0865755121,4.0865755121
4,170,63,2010,,12,4.0865755121,0
4,170,63,2010,,12,4.0865755121,0
4,170,63,2010,6.9560664649,12,2.8853049732,2.8853049732
4,170,63,2010,4.893035193,12,2.8853049732,2.8853049732
4,170,63,2010,0.72,12,2.8853049732,2.8853049732
4,170,63,2010,0.5489832898,,0.2362671,0.2362671
4,170,63,2010,1.44,12,5.9648051642,5.9648051642
4,170,63,2010,,,5.9648051642,0
4,170,63,2010,,12,5.9648051642,0
4,170,63,2010,6.9560664649,12,1.3058663756,1.3058663756
4,170,63,2010,0.72,12,1.3058663756,1.3058663756
4,170,63,2010,0.539403487,,0.10693263,0.10693263
4,170,63,2010,1.44,12,0.3644177817,0.3644177817
4,170,63,2010,1.44,12,0.3644177817,0.3644177817
4,170,63,2010,1.44,12,0.3644177817,0.3644177817
4,170,63,2010,0.72,12,0.2393444138,0.2393444138
4,170,63,2010,6.9560664649,12,0.2393444138,0.2393444138
4,170,63,2010,,,0.01959905,0
4,170,63,2010,1.44,12,0.3246625988,0.3246625988
4,170,63,2010,6.9560664649,12,2.6768693192,2.6768693192
4,170,63,2010,6.9560664649,12,0.0715440353,0.0715440353
4,170,63,2010,0.5628911525,,0.0153792,0.0153792
4,170,63,2010,1.44,12,2.5760886673,2.5760886673
4,170,63,2010,,12,2.5760886673,0
4,170,63,2010,,,0.5676778889,0
4,170,63,2010,,,0.04248378,0
4,170,63,2010,1.44,12,5.3120232582,5.3120232582
4,170,63,2010,1.97441068,,5.3120232582,5.3120232582
4,170,63,2010,,12,5.3120232582,0
4,170,63,2010,,,1.1705801092,0
4,170,63,2010,,,0.08760368,0
4,170,63,2010,1.44,12,1.0294090794,1.0294090794
4,170,63,2010,0.5573576327,,0.2268449775,0.2268449775
4,170,63,2010,0.5544421447,,0.01697659,0.01697659
4,170,63,2010,0.72,12,1.8746815302,1.8746815302
4,170,63,2010,,12,1.8746815302,0
4,170,63,2010,6.9560664649,12,1.8746815302,1.8746815302
4,170,63,2010,0.5208290145,,0.02131753,0.02131753
4,170,63,2010,6.9560664649,12,1.7286887658,1.7286887658
4,170,63,2010,0.5791271632,,0.01712856,0.01712856
4,170,63,2010,,12,8.140692792,0
4,170,63,2010,6.9560664649,12,8.140692792,8.140692792
4,170,63,2010,10.078919583,,8.140692792,8.140692792
4,170,63,2010,6.9560664649,12,1.7822303758,1.7822303758
4,170,63,2010,,12,1.7822303758,0
4,170,63,2010,0.5986758639,,0.14594034,0.14594034
4,170,63,2010,10.5,12,1.3283673217,1.3283673217
4,170,63,2010,,12,1.7088461499,0
4,170,63,2010,6.9560664649,12,1.7088461499,1.7088461499
4,170,63,2010,0.5427874101,,0.01693195,0.01693195
4,170,63,2010,,12,3.9704981186,0
4,170,63,2010,8.9626081604,12,3.9704981186,3.9704981186
4,170,63,2010,6.9560664649,12,2.6469987491,2.6469987491
4,170,63,2010,1.08,12,2.6469987491,2.6469987491
4,170,63,2010,4.893035193,12,2.6469987491,2.6469987491
4,170,63,2010,1.44,12,1.0806539365,1.0806539365
4,170,63,2010,6.9560664649,12,4.4550394711,4.4550394711
4,170,63,2010,,12,0.7017252379,0
4,170,63,2010,3.4935209659,12,0.7017252379,0.7017252379
4,170,63,2010,0.543793115,,0.7017252379,0.7017252379
4,170,63,2010,,12,0.4994403107,0
4,170,63,2010,22.717510996,12,0.4994403107,0.4994403107
4,170,63,2010,6.9560664649,12,0.4994403107,0.4994403107
4,170,63,2010,6.9560664649,12,0.2365860431,0.2365860431
4,170,63,2010,0.72,12,0.2365860431,0.2365860431
4,170,63,2010,0.5323913515,,0.08494205,0.08494205
4,170,63,2010,1.44,12,1.4959162374,1.4959162374
4,170,63,2010,0.72,12,0.9147148961,0.9147148961
4,170,63,2010,6.9560664649,12,0.9147148961,0.9147148961
4,170,63,2010,,12,0.3274988347,0
4,170,63,2010,0.72,12,0.3274988347,0.3274988347
4,170,63,2010,,,0.03721916,0
4,170,63,2010,,12,1.5085229802,0
4,170,63,2010,,12,1.5085229802,0
4,170,63,2010,,,0.01494707,0
4,170,63,2010,,12,1.7700536122,0
4,170,63,2010,8.9626081604,12,1.7700536122,1.7700536122
4,170,63,2010,6.9560664649,12,1.7700536122,1.7700536122
4,170,63,2010,1.44,12,1.6482722339,1.6482722339
4,170,63,2010,0.5401632937,,0.7532768681,0.7532768681
4,170,63,2010,0.5369452236,,0.05637361,0.05637361
4,170,63,2010,1.44,12,19.615352753,19.615352753
4,170,63,2010,0.5159427772,,4.3225228234,4.3225228234
4,170,63,2010,0.5518344684,,0.32348825,0.32348825
4,170,63,2010,0.5221257615,,6.8350745235,6.8350745235
4,170,63,2010,,12,6.8350745235,0
4,170,63,2010,,12,6.8350745235,0
4,170,63,2010,3.4520488215,12,6.8350745235,6.8350745235
4,170,63,2010,0.5819763143,,0.06772473,0.06772473
4,170,63,2010,0.5830240406,,0.3975262303,0.3975262303
4,170,63,2010,,12,0.3975262303,0
4,170,63,2010,3.9637669741,12,0.3975262303,0.3975262303
4,170,63,2010,0.2126993139,12,0.0246976311,0.0246976311
4,170,63,2010,,12,0.0428379875,0
4,170,63,2010,23.884033107,12,0.0428379875,0.0428379875
4,170,63,2010,6.9560664649,12,0.0428379875,0.0428379875
4,170,63,2010,0.1960815493,12,0.0246976311,0.0246976311
4,170,63,2010,4.893035193,12,2.3067624552,2.3067624552
4,170,63,2010,6.9560664649,12,2.3067624552,2.3067624552
4,170,63,2010,,12,0.1155709696,0
4,170,63,2010,,12,0.1155709696,0
4,170,63,2010,,12,0.1155709696,0
4,170,63,2010,6.9560664649,12,0.168012357,0.168012357
4,170,63,2010,0.72,12,0.168012357,0.168012357
4,170,63,2010,0.5890954841,,0.01373432,0.01373432
4,170,63,2010,0.72,12,1.2051807727,1.2051807727
4,170,63,2010,,12,1.2051807727,0
4,170,63,2010,0.5103862544,,0.262983363,0.262983363
4,170,63,2010,0.5304289125,,0.01792827,0.01792827
4,170,63,2010,6.9560664649,12,0.8390758868,0.8390758868
4,170,63,2010,6.9560664649,12,8.38838325,8.38838325
4,170,63,2010,0.5426993145,,0.01552745,0.01552745
4,170,63,2010,1.44,12,0.3240141922,0.3240141922
4,170,63,2010,0.5579491834,,0.0714011504,0.0714011504
4,170,63,2010,0.5370533088,,0.01536851,0.01536851
4,170,63,2010,0.72,12,7.9525362216,7.9525362216
4,170,63,2010,6.9560664649,12,7.9525362216,7.9525362216
4,170,63,2010,6.9271105993,12,7.9525362216,7.9525362216
4,170,63,2010,,,0.05215072,0
4,170,63,2010,1.08,12,1.7125494,1.7125494
4,170,63,2010,6.9560664649,12,1.7125494,1.7125494
4,170,63,2010,6.9560664649,12,0.6113787075,0.6113787075
4,170,63,2010,3.2081625576,12,0.6113787075,0.6113787075
4,170,63,2010,,12,0.6113787075,0
4,170,63,2010,,12,0.6113787075,0
4,170,63,2010,0.5308590173,,0.1347260197,0.1347260197
4,170,63,2010,0.5197055374,,0.02705124,0.02705124
4,170,63,2010,0.72,12,2.2083054917,2.2083054917
4,170,63,2010,6.9560664649,12,2.2083054917,2.2083054917
4,170,63,2010,6.9560664649,12,3.3124582425,3.3124582425
4,170,63,2010,0.72,12,3.3124582425,3.3124582425
4,170,63,2010,4.893035193,12,3.3124582425,3.3124582425
4,170,63,2010,,,0.03620377,0
4,170,63,2010,4.893035193,12,2.5655314191,2.5655314191
4,170,63,2010,1.08,12,2.5655314191,2.5655314191
4,170,63,2010,6.9560664649,12,2.5655314191,2.5655314191
4,170,63,2010,6.9560664649,12,3.8381561165,3.8381561165
4,170,63,2010,0.5919966946,,0.02542034,0.02542034
4,170,63,2010,1.44,12,5.9551157475,5.9551157475
4,170,63,2010,,,5.9551157475,0
4,170,63,2010,,12,5.9551157475,0
4,170,63,2010,6.9560664649,12,1.3037450831,1.3037450831
4,170,63,2010,,12,1.3037450831,0
4,170,63,2010,0.5415777161,,0.10675892,0.10675892
4,170,63,2010,1.08,12,2.646477132,2.646477132
4,170,63,2010,4.893035193,12,2.646477132,2.646477132
4,170,63,2010,6.9560664649,12,2.646477132,2.646477132
4,170,63,2010,4.893035193,12,2.8745874818,2.8745874818
4,170,63,2010,1.44,12,2.8745874818,2.8745874818
4,170,63,2010,0.72,12,0.6293293816,0.6293293816
4,170,63,2010,6.9560664649,12,0.6293293816,0.6293293816
4,170,63,2010,0.5359740705,,0.07775587,0.07775587
4,170,63,2010,,,5.6647858874,0
4,170,63,2010,,12,5.6647858874,0
4,170,63,2010,3.7055157728,12,5.6647858874,5.6647858874
4,170,63,2010,6.9560664649,12,5.6647858874,5.6647858874
4,170,63,2010,6.9560664649,12,4.9345876694,4.9345876694
4,170,63,2010,8.9626081604,12,4.9345876694,4.9345876694
4,170,63,2010,4.893035193,12,4.9345876694,4.9345876694
4,170,63,2010,10.5,12,2.5087962044,2.5087962044
4,170,63,2010,4.893035193,12,3.2381238698,3.2381238698
4,170,63,2010,0.72,12,3.2381238698,3.2381238698
4,170,63,2010,6.9560664649,12,3.2381238698,3.2381238698
4,170,63,2010,0.5483406478,,0.0212348,0.0212348
4,170,63,2010,1.08,12,0.7770011149,0.7770011149
4,170,63,2010,6.9560664649,12,0.7770011149,0.7770011149
4,170,63,2010,7.3698573956,12,2.6236079007,2.6236079007
4,170,63,2010,0.2150055702,12,2.6236079007,2.6236079007
4,170,63,2010,0.5446562251,,8.9239048291,8.9239048291
4,170,63,2010,,12,8.9239048291,0
4,170,63,2010,3.8867721809,12,8.9239048291,8.9239048291
4,170,63,2010,,12,8.9239048291,0
4,170,63,2010,6.9560664649,12,8.9239048291,8.9239048291
4,170,63,2010,0.5309541239,,0.73719202,0.73719202
4,170,63,2010,0.72,12,1.9552620035,1.9552620035
4,170,63,2010,8.9626081604,12,5.0561463061,5.0561463061
4,170,63,2010,6.9560664649,12,1.4734593126,1.4734593126
4,170,63,2010,,12,1.4734593126,0
4,170,63,2010,1.08,12,3.328760204,3.328760204
4,170,63,2010,4.893035193,12,3.328760204,3.328760204
4,170,63,2010,6.9560664649,12,3.328760204,3.328760204
4,170,63,2010,8.9626081604,12,1.5168438918,1.5168438918
4,170,63,2010,0.5984953185,,0.06487914,0.06487914
4,170,63,2010,1.44,12,1.1183206639,1.1183206639
4,170,63,2010,6.9560664649,12,9.2206441163,9.2206441163
4,170,63,2010,,12,2.2366413277,0
4,170,63,2010,,12,2.2366413277,0
4,170,63,2010,0.72,12,0.7344970888,0.7344970888
4,170,63,2010,6.9560664649,12,0.7344970888,0.7344970888
4,170,63,2010,,,0.06014529,0
4,170,63,2010,0.5621249263,,0.4231693477,0.4231693477
4,170,63,2010,,12,0.4231693477,0
4,170,63,2010,3.5851201383,12,0.4231693477,0.4231693477
4,170,63,2010,6.9560664649,12,1.3432865494,1.3432865494
4,170,63,2010,,12,0.1883641421,0
4,170,63,2010,0.72,12,0.462922845,0.462922845
4,170,63,2010,6.9560664649,12,0.462922845,0.462922845
4,170,63,2010,1.44,12,0.3767282743,0.3767282743
4,170,63,2010,1.44,12,0.3767282743,0.3767282743
4,170,63,2010,6.9560664649,12,3.1061550517,3.1061550517
4,170,63,2010,6.9560664649,12,0.2055073767,0.2055073767
4,170,63,2010,1.08,12,0.2055073767,0.2055073767
4,170,63,2010,0.5221737649,,0.0206041,0.0206041
4,170,63,2010,,12,0.9666288847,0
4,170,63,2010,6.9560664649,12,0.9666288847,0.9666288847
4,170,63,2010,6.9560664649,12,0.9666288847,0.9666288847
4,170,63,2010,1.08,12,0.9666288847,0.9666288847
4,170,63,2010,1.44,12,2.3677940532,2.3677940532
4,170,63,2010,1.44,12,0.1578529322,0.1578529322
4,170,63,2010,6.9560664649,12,6.5075510227,6.5075510227
4,170,63,2010,6.9560664649,12,0.6507551023,0.6507551023
4,170,63,2010,6.9560664649,12,1.9304614694,1.9304614694
4,170,63,2010,0.72,12,1.9304614694,1.9304614694
4,170,63,2010,0.72,12,0.5791384368,0.5791384368
4,170,63,2010,0.72,12,0.5529363276,0.5529363276
4,170,63,2010,6.9560664649,12,0.5529363276,0.5529363276
4,170,63,2010,0.5353604803,,0.09297084,0.09297084
4,170,63,2010,,12,3.1855441083,0
4,170,63,2010,6.9560664649,12,3.1855441083,3.1855441083
4,170,63,2010,6.9560664649,12,1.4590223487,1.4590223487
4,170,63,2010,1.44,12,1.4590223487,1.4590223487
4,170,63,2010,0.5393424764,,0.3215163897,0.3215163897
4,170,63,2010,0.5371842055,,0.02406159,0.02406159
4,170,63,2010,,12,3.7807242122,0
4,170,63,2010,8.9626081604,12,3.7807242122,3.7807242122
4,170,63,2010,,12,3.7807242122,0
4,170,63,2010,,12,3.761396893,0
4,170,63,2010,6.9560664649,12,3.761396893,3.761396893
4,170,63,2010,4.893035193,12,3.761396893,3.761396893
4,170,63,2010,0.5533022159,,0.02479303,0.02479303
4,170,63,2010,0.72,12,0.2429477759,0.2429477759
4,170,63,2010,1.44,12,0.2429477759,0.2429477759
4,170,63,2010,1.08,12,1.3718210395,1.3718210395
4,170,63,2010,6.9560664649,12,1.3718210395,1.3718210395
4,170,63,2010,6.9560664649,12,0.4811470518,0.4811470518
4,170,63,2010,1.44,12,2.2402183872,2.2402183872
4,170,63,2010,0.72,12,0.6484531184,0.6484531184
4,170,63,2010,6.9560664649,12,0.6484531184,0.6484531184
4,170,63,2010,,,0.06431778,0
4,170,63,2010,1.44,12,0.951643757,0.951643757
4,170,63,2010,0.72,12,5.8468883141,5.8468883141
4,170,63,2010,,12,5.8468883141,0
4,170,63,2010,3.7911217286,12,5.8468883141,5.8468883141
4,170,63,2010,2.1470351171,,5.8468883141,5.8468883141
4,170,63,2010,6.9560664649,12,0.2083420278,0.2083420278
4,170,63,2010,0.72,12,0.2083420278,0.2083420278
4,170,63,2010,0.4904784825,,0.05540277,0.05540277
4,170,63,2010,,12,4.2558728031,0
4,170,63,2010,,12,4.2558728031,0
4,170,63,2010,8.9626081604,12,4.2558728031,4.2558728031
4,170,63,2010,0.5583924779,,0.04216894,0.04216894
4,170,63,2010,,12,0.6122682457,0
4,170,63,2010,6.9560664649,12,0.6122682457,0.6122682457
4,170,63,2010,,12,0.4751196645,0
4,170,63,2010,,12,0.2380602994,0
4,170,63,2010,6.9560664649,12,0.2380602994,0.2380602994
4,170,63,2010,0.5658447594,,0.01949389,0.01949389
4,170,63,2010,,12,2.3440979077,0
4,170,63,2010,0.72,12,0.5131900465,0.5131900465
4,170,63,2010,6.9560664649,12,0.5131900465,0.5131900465
4,170,63,2010,0.4980082251,,0.04202326,0.04202326
4,170,63,2010,1.44,12,8.7777282079,8.7777282079
4,170,63,2010,10.24039422,,8.7777282079,8.7777282079
4,170,63,2010,6.9560664649,12,8.7777282079,8.7777282079
4,170,63,2010,6.9560664649,12,5.3654566354,5.3654566354
4,170,63,2010,,12,5.3654566354,0
4,170,63,2010,3.4568225939,12,5.3654566354,5.3654566354
4,170,63,2010,0.5254363283,,5.3654566354,5.3654566354
4,170,63,2010,0.72,12,1.9216956495,1.9216956495
4,170,63,2010,6.9560664649,12,1.9216956495,1.9216956495
4,170,63,2010,0.5266435393,,0.15736064,0.15736064
4,170,63,2010,6.9560664649,12,1.482541008,1.482541008
4,170,63,2010,6.9560664649,12,0.3245706118,0.3245706118
4,170,63,2010,0.72,12,0.3245706118,0.3245706118
4,170,63,2010,,,0.0265779,0
4,170,63,2010,,12,2.6081711491,0
4,170,63,2010,0.72,12,2.6081711491,2.6081711491
4,170,63,2010,,,0.5718525856,0
4,170,63,2010,,,0.02965825,0
4,170,63,2010,4.893035193,12,2.8623612817,2.8623612817
4,170,63,2010,1.44,12,2.8623612817,2.8623612817
4,170,63,2010,6.9560664649,12,2.8623612817,2.8623612817
4,170,63,2010,6.9560664649,12,1.4311806359,1.4311806359
4,170,63,2010,1.44,12,1.4311806359,1.4311806359
4,170,63,2010,1.44,12,1.4311806359,1.4311806359
4,170,63,2010,6.9560664649,12,1.4311806359,1.4311806359
4,170,63,2010,6.9560664649,12,1.4311806359,1.4311806359
4,170,63,2010,1.44,12,1.4311806359,1.4311806359
4,170,63,2010,1.44,12,0.357795159,0.357795159
4,170,63,2010,6.9560664649,12,0.357795159,0.357795159
4,170,63,2010,6.9560664649,12,1.6449633777,1.6449633777
4,170,63,2010,0.72,12,1.6449633777,1.6449633777
4,170,63,2010,0.5545104974,,0.13470005,0.13470005
4,170,63,2010,1.44,12,1.0460517033,1.0460517033
4,170,63,2010,,12,1.0460517033,0
4,170,63,2010,,12,4.6140742675,0
4,170,63,2010,1.44,12,4.6140742675,4.6140742675
4,170,63,2010,,12,4.6140742675,0
4,170,63,2010,1.08,12,1.2350521092,1.2350521092
4,170,63,2010,6.9560664649,12,1.2350521092,1.2350521092
4,170,63,2010,0.5118396191,,0.10558185,0.10558185
4,170,63,2010,,12,6.7215280746,0
4,170,63,2010,0.425562403,,6.7215280746,6.7215280746
4,170,63,2010,,12,6.7215280746,0
4,170,63,2010,3.3253611395,12,6.7215280746,6.7215280746
4,170,63,2010,6.9560664649,12,2.2550311192,2.2550311192
4,170,63,2010,0.5312224372,,0.04407808,0.04407808
4,170,63,2010,0.2114022067,,0.0048548575,0.0048548575
4,170,63,2010,0.2135305812,12,0.0192836045,0.0192836045
4,170,63,2010,,12,0.0660211244,0
4,170,63,2010,0.5010971441,,0.01495667,0.01495667
4,170,63,2010,0.5264257177,,2.122583724,2.122583724
4,170,63,2010,6.9560664649,12,2.122583724,2.122583724
4,170,63,2010,1.97441068,12,2.122583724,2.122583724
4,170,63,2010,7.3698573956,12,0.3964156451,0.3964156451
4,170,63,2010,0.21745098,12,0.3964156451,0.3964156451
4,170,63,2010,0.5190094566,,0.1932137895,0.1932137895
4,170,63,2010,,12,0.1932137895,0
4,170,63,2010,3.6723817776,12,0.1932137895,0.1932137895
4,170,63,2010,,12,0.1932137895,0
4,170,63,2010,3.2203130211,12,0.1932137895,0.1932137895
4,170,63,2010,0.5937400645,,0.1932137895,0.1932137895
4,170,63,2010,,12,0.2231613266,0
4,170,63,2010,,12,0.1487742177,0
4,170,63,2010,6.9560664649,12,0.6133277045,0.6133277045
4,170,63,2010,0.5756909585,,1.439166384,1.439166384
4,170,63,2010,0.5459070771,,0.10751479,0.10751479
4,170,63,2010,1.08,12,4.0927484822,4.0927484822
4,170,63,2010,,12,4.0927484822,0
4,170,63,2010,8.9626081604,12,4.0927484822,4.0927484822
4,170,63,2010,6.9271105993,12,5.8955624674,5.8955624674
4,170,63,2010,,12,5.8955624674,0
4,170,63,2010,3.3594170544,12,5.8955624674,5.8955624674
4,170,63,2010,,,5.8955624674,0
4,170,63,2010,,,0.0396784,0
4,170,63,2010,1.44,12,2.1508682713,2.1508682713
4,170,63,2010,,12,0.7481280935,0
4,170,63,2010,,12,1.4027401778,0
4,170,63,2010,,12,0.7481280935,0
4,170,63,2010,6.9560664649,12,2.891426493,2.891426493
4,170,63,2010,6.9560664649,12,1.1055597391,1.1055597391
4,170,63,2010,0.72,12,1.1055597391,1.1055597391
4,170,63,2010,0.5377675649,,0.09053026,0.09053026
4,170,63,2010,,12,3.8716782691,0
4,170,63,2010,8.9626081604,12,3.8716782691,3.8716782691
4,170,63,2010,6.9560664649,12,3.8716782691,3.8716782691
4,170,63,2010,,12,2.9214980431,0
4,170,63,2010,0.5691732241,,0.6437937732,0.6437937732
4,170,63,2010,0.5270674711,,0.04818013,0.04818013
4,170,63,2010,1.08,12,1.1580096845,1.1580096845
4,170,63,2010,6.9560664649,12,1.1580096845,1.1580096845
4,170,63,2010,6.9560664649,12,0.6658555716,0.6658555716
4,170,63,2010,1.08,12,0.6658555716,0.6658555716
4,170,63,2010,1.08,12,0.7527063009,0.7527063009
4,170,63,2010,6.9560664649,12,0.7527063009,0.7527063009
4,170,63,2010,,12,0.1865352553,0
4,170,63,2010,3.5750619626,12,0.1865352553,0.1865352553
4,170,63,2010,7.5589330136,12,0.1865352553,0.1865352553
4,170,63,2010,1.08,12,0.1865352553,0.1865352553
4,170,63,2010,,,0.027378,0
4,170,63,2010,1.44,12,0.2709900726,0.2709900726
4,170,63,2010,1.44,12,0.416163335,0.416163335
4,170,63,2010,,12,0.2709900726,0
4,170,63,2010,,12,0.2411242116,0
4,170,63,2010,,12,0.2411242116,0
4,170,63,2010,24.998257337,12,0.2411242116,0.2411242116
4,170,63,2010,0.2041407092,12,0.2411242116,0.2411242116
4,170,63,2010,,12,0.2411242116,0
4,170,63,2010,6.9560664649,12,0.3207675822,0.3207675822
4,170,63,2010,1.08,12,0.3207675822,0.3207675822
4,170,63,2010,1.44,12,0.2709900726,0.2709900726
4,170,63,2010,0.72,12,0.321881456,0.321881456
4,170,63,2010,6.9560664649,12,0.321881456,0.321881456
4,170,63,2010,,,0.02953601,0
4,170,63,2010,4.893035193,12,2.6927075085,2.6927075085
4,170,63,2010,1.44,12,2.6927075085,2.6927075085
4,170,63,2010,6.9560664649,12,1.5928442107,1.5928442107
4,170,63,2010,7.3698573956,12,5.7861622677,5.7861622677
4,170,63,2010,,12,5.7861622677,0
4,170,63,2010,3.4415655755,12,5.7861622677,5.7861622677
4,170,63,2010,0.2086189638,12,5.7861622677,5.7861622677
4,170,63,2010,0.72,12,20.270485637,20.270485637
4,170,63,2010,0.5218498779,,1.65711307,1.65711307
4,170,63,2010,1.44,12,2.5204858257,2.5204858257
4,170,63,2010,4.893035193,12,2.5204858257,2.5204858257
4,170,63,2010,6.9560664649,12,2.5204858257,2.5204858257
4,170,63,2010,1.8130028065,,5.8676849706,5.8676849706
4,170,63,2010,,12,5.8676849706,0
4,170,63,2010,1.44,12,5.8676849706,5.8676849706
4,170,63,2010,1.08,12,1.8303175638,1.8303175638
4,170,63,2010,6.9560664649,12,1.8303175638,1.8303175638
4,170,63,2010,0.5219105464,,0.15646976,0.15646976
4,170,63,2010,0.2064229366,,0.0115023657,0.0115023657
4,170,63,2010,1.08,12,2.2473329675,2.2473329675
4,170,63,2010,1.44,12,2.2473329675,2.2473329675
4,170,63,2010,6.9560664649,12,2.2473329675,2.2473329675
4,170,63,2010,0.6068363062,,0.4920245775,0.4920245775
4,170,63,2010,0.5295816337,,0.03778063,0.03778063
4,170,63,2010,1.44,12,0.0924688809,0.0924688809
4,170,63,2010,0.5891344923,,0.0203768375,0.0203768375
4,170,63,2010,0.5550558752,,0.01154996,0.01154996
4,170,63,2010,0.5607767667,,5.8135165438,5.8135165438
4,170,63,2010,0.72,12,5.8135165438,5.8135165438
4,170,63,2010,,12,5.8135165438,0
4,170,63,2010,3.5273010885,12,5.8135165438,5.8135165438
4,170,63,2010,0.5381607158,,0.03812357,0.03812357
4,170,63,2010,1.44,12,3.3218194178,3.3218194178
4,170,63,2010,4.893035193,12,3.3218194178,3.3218194178
4,170,63,2010,0.72,12,0.7272412406,0.7272412406
4,170,63,2010,6.9560664649,12,0.7272412406,0.7272412406
4,170,63,2010,0.5893428932,,0.05955113,0.05955113
4,170,63,2010,0.2116968096,12,0.0129106285,0.0129106285
4,170,63,2010,,12,0.0129106285,0
4,170,63,2010,3.7890636415,12,0.0129106285,0.0129106285
4,170,63,2010,,12,0.1406447415,0
4,170,63,2010,0.72,12,0.1406447415,0.1406447415
4,170,63,2010,24.738953112,12,0.1313836644,0.1313836644
4,170,63,2010,,12,0.1313836644,0
4,170,63,2010,6.9560664649,12,0.1313836644,0.1313836644
4,170,63,2010,,12,5.6598532702,0
4,170,63,2010,3.2176384048,12,5.6598532702,5.6598532702
4,170,63,2010,4.893035193,12,5.6598532702,5.6598532702
4,170,63,2010,0.6033942845,,5.6598532702,5.6598532702
4,170,63,2010,8.9626081604,12,0.0323645864,0.0323645864
4,170,63,2010,6.9560664649,12,0.0567309977,0.0567309977
4,170,63,2010,0.72,12,0.0567309977,0.0567309977
4,170,63,2010,0.5271402401,,0.01332682,0.01332682
4,170,63,2010,,,0.5305503156,0
4,170,63,2010,,12,0.5305503156,0
4,170,63,2010,3.6193416691,12,0.5305503156,0.5305503156
4,170,63,2010,0.2110729195,12,0.0231915123,0.0231915123
4,170,63,2010,4.9317844949,12,0.0231915123,0.0231915123
4,170,63,2010,0.72,12,0.079400612,0.079400612
4,170,63,2010,6.9560664649,12,0.079400612,0.079400612
4,170,63,2010,,,0.0159561,0
4,170,63,2010,1.08,12,0.4506851101,0.4506851101
4,170,63,2010,6.9560664649,12,0.4506851101,0.4506851101
4,170,63,2010,6.9560664649,12,1.398925131,1.398925131
4,170,63,2010,6.9560664649,12,2.3544652987,2.3544652987
4,170,63,2010,0.5439541482,,0.0183267,0.0183267
4,170,63,2010,,12,1.9943057666,0
4,170,63,2010,6.9560664649,12,1.9943057666,1.9943057666
4,170,63,2010,6.9560664649,12,1.9907155163,1.9907155163
4,170,63,2010,,,0.0197604,0
4,170,63,2010,6.9560664649,12,0.3153805431,0.3153805431
4,170,63,2010,1.44,12,1.0278871939,1.0278871939
4,170,63,2010,6.9560664649,12,3.6321483723,3.6321483723
4,170,63,2010,1.44,12,0.7342051356,0.7342051356
